,permit_number,permit_subtype,date_entered,date_issued,business_name,zip,latitude,longitude,permit_duration
1057,18-25379,ONSALES,2018-02-13,2018-05-25,GREEK CAFE GRILL,37215,36.103915,-86.815492,1163 days
1058,14-52213,ONSALES,2014-03-21,2014-05-08,Billar Bola 8,37217,36.127064,-86.711427,2641 days
1059,12-19583,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Ryman Exhibit,37214,36.211694,-86.697639,3215 days
1060,16-00999,ONOFFSALES,2015-05-11,2016-02-18,The Turnip Truck,37206,36.173823,-86.759556,1990 days
1061,02-17902,ONSALES,2002-03-26,2002-04-12,"La Terraza Taqueria, Inc.",37211,36.047707,-86.713508,7050 days
1062,19-25856,ONSALES,2019-01-28,2019-02-19,KITCHEN DOWNTOWN,37219,36.164169,-86.780839,893 days
1063,15-20131,ONSALES,2015-06-02,2015-06-25,Bourbon Street Blues & Boogie,37201,36.164699,-86.778825,2228 days
1064,16-20265,ONSALES,2016-03-08,2016-04-14,Urban Cookhouse,37203,36.150553,-86.796979,1934 days
1065,17-10389,ONSALES,2017-03-30,2017-06-16,Bavarian Bierhaus,37214,36.197497,-86.69135,1506 days
1066,03-18016,ONSALES,2003-02-28,2003-04-01,Holiday Inn Express Hotel,37217,36.13782,-86.723856,6696 days
1067,16-20373,ONSALES,2016-10-31,2016-11-18,The Centennial,37209,36.162846,-86.850047,1716 days
1068,08-18817,ONSALES,2008-02-12,2008-02-28,Sambuca Restaurant,37203,36.15162,-86.784273,4902 days
1069,94-15770,ONSALES,1993-08-30,1994-02-01,Belle Meade Country Club,37205,36.095236,-86.856852,10042 days
1070,18-25447,ONSALES,2018-03-30,2018-06-14,DONELSON STRIKE & SPARE,37214,36.169764,-86.667599,1143 days
1071,14-19857,ONSALES,2014-01-13,2014-02-13,Copa Cabana Bar & Grill,37209,36.143456,-86.873909,2725 days
1072,18-25562,SPECIAL,2018-06-20,2018-08-23,OLD SCHOOL  BBQ FESTIVAL,37201,36.16223,-86.774335,1073 days
1073,17-25167,ONSALES,2017-08-15,2017-09-26,PECKER'S BAR & GRILL,37210,36.153741,-86.755357,1404 days
1074,18-25679,SPECIAL,2018-09-06,2018-09-28,SOUTHERN FESTIVAL OF BOOKS,37219,36.164663,-86.782752,1037 days
1075,04-18178,ONSALES,2004-02-24,2004-03-24,Aquarium Restaurant,37214,36.199649,-86.692972,6338 days
1076,12-19593,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Waters Edge,37214,36.211694,-86.697639,3215 days
1077,20-26938,ONOFFSALES,2020-09-29,2021-04-08,AVID HOTEL NASHVILLE AIRPORT,37214,36.144337,-86.675628,114 days
1078,15-20192,ONSALES,2015-09-17,2015-10-08,Beer Sellar,37201,36.164612,-86.77689,2123 days
1079,16-20293,ONSALES,2016-03-01,2016-06-02,Primings Cigar Lounge and Bar,37210,36.153231,-86.772148,1885 days
1080,16-20387,ONSALES,2016-03-02,2016-12-15,Third Coast Comedy Club,37203,36.164291,-86.796278,1689 days
1081,17-20496,ONSALES,2017-03-13,2017-05-12,AJ's Good Time Bar,37203,36.1607,-86.777976,1541 days
1082,17-25059,ONSALES,2017-05-24,2017-06-08,JACK BROWN'S BEER & BURGER JOINT,37208,36.176136,-86.785373,1514 days
1083,18-25784,ONSALES,2018-11-29,2019-02-15,BROADWAY BREWHOUSE & THE MOJO GRILL,37201,36.161263,-86.776676,897 days
1084,15-20101,ONSALES,2015-04-16,2015-05-15,Sakura Japanese Cuisine,37221,36.074595,-86.920469,2269 days
1085,03-18061,ONSALES,2003-04-18,2003-07-11,Ruby Tuesday,37214,36.147813,-86.666293,6595 days
1086,12-19560,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel In Room Dining,37214,36.211694,-86.697639,3215 days
1087,18-25472,ONOFFSALES,2018-04-13,2018-11-29,DISKIN CIDER,37203,36.141147,-86.769414,975 days
1088,18-25691,ONOFFSALES,2018-09-17,2018-10-24,THE FILLING STATION,37204,36.12263,-86.789684,1011 days
1089,15-20081,ONSALES,2015-03-20,2015-04-09,Gaylord Opryland Hotel Davidson (Banquet,37214,36.211694,-86.697639,2305 days
1090,04-18195,ONSALES,2004-01-07,2004-04-29,"McCabe Pub, Inc.",37209,36.141015,-86.840141,6302 days
1091,10-19099,ONSALES,2010-09-30,2010-10-14,Great American Grill,37203,36.152257,-86.795086,3943 days
1092,12-19551,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Lobby A & Patio,37214,36.211694,-86.697639,3215 days
1093,14-00969,ONOFFSALES,2014-07-07,2014-09-12,TailGate Brewery,37209,36.119404,-86.91924,2514 days
1094,94-15955,ONSALES,1993-07-29,1994-02-01,American Legion Post 82,37216,36.206253,-86.736634,10042 days
1095,18-25592,ONSALES,2018-07-17,2018-08-27,KHAN'S MONGOLIAN BBQ,37219,36.16472,-86.779617,1069 days
1096,14-20008,ONSALES,2014-10-28,2014-11-20,Chauhan Ale & Masala House,37203,36.157632,-86.788157,2445 days
1097,10-19186,ONSALES,2010-04-22,2010-05-14,Las Palmas Mexican Restaurant,37221,36.044196,-86.957685,4096 days
1098,12-19584,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Ryman Foyer,37214,36.211694,-86.697639,3215 days
1099,18-25642,ONSALES,2018-08-08,2018-09-13,HYATT HOTEL NASHVILLE AIRPORT,37214,36.145771,-86.664405,1052 days
1100,16-20358,ONSALES,2016-09-13,2016-10-13,Thompson Nashville,37203,36.152237,-86.78392,1752 days
1101,15-20186,ONSALES,2015-08-25,2015-09-24,Holiday Inn Express & Suites,37013,36.044401,-86.648104,2137 days
1102,10-19097,ONSALES,2010-09-30,2010-10-14,Pavilion Pantry,37203,36.152257,-86.795086,3943 days
1103,12-00930,ONOFFSALES,2012-10-19,2012-11-16,Kay Bob's Gril and Ale,37212,36.138581,-86.800655,3179 days
1104,18-25690,ONOFFSALES,2018-09-14,2018-12-19,BODE NASHVILLE,37201,36.157606,-86.772406,955 days
1105,17-25284,ONSALES,2017-10-18,2017-12-20,M.L. ROSE CRAFT BEER AND BURGERS,37203,36.163561,-86.791394,1319 days
1106,11-19237,ONSALES,2010-11-10,2011-01-13,Park Cafe,37209,36.140979,-86.839413,3852 days
1107,17-25136,ONSALES,2017-07-21,2018-08-06,TOPGOLF,37207,36.179242,-86.7759,1090 days
1108,98-17354,ONSALES,1998-05-11,1998-06-25,Courtyard By Marriott,37219,36.163517,-86.778819,8437 days
1109,14-19963,ONSALES,2014-07-03,2014-08-26,Hooters of Hermitage,37076,36.199792,-86.619016,2531 days
1110,08-00829,ONOFFSALES,2007-12-18,2008-01-10,Shooters Sports Bar & Grill,37076,36.167684,-86.599699,4951 days
1111,19-25883,SPECIAL,2019-02-15,2019-03-18,EAST NASHVILLE CRAWFISH BASH,37206,36.17332,-86.760862,866 days
1112,21-27122,ONSALES,2021-03-16,2021-04-08,SAND BAR NASHVILLE,37209,36.152468,-86.820627,114 days
1113,00-17649,ONSALES,2000-07-25,2000-10-06,Chili's Grill & Bar,37076,36.195244,-86.619266,7603 days
1114,12-19537,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Swimming Pool Ca,37214,36.211694,-86.697639,3215 days
1115,14-19844,ONSALES,2013-12-23,2014-01-10,Moto,37203,36.204802,-86.735702,2759 days
1116,13-19831,ONSALES,2013-12-03,2013-12-18,World Famous Tootsies Orchid L,37203,36.160646,-86.77811,2782 days
1117,14-19915,ONSALES,2014-05-23,2014-06-12,Hermitage Steak House,37076,36.206726,-86.612591,2606 days
1118,06-18606,ONSALES,2006-10-25,2006-12-28,Pizza Hut,37207,36.231027,-86.759,5329 days
1119,16-20253,ONSALES,2016-01-28,2016-03-24,Mission BBQ,37214,36.198501,-86.692068,1955 days
1120,16-20361,ONSALES,2016-09-26,2019-03-28,Players Inn,37221,36.073068,-86.925303,856 days
1121,18-25586,ONOFFSALES,2018-07-12,2018-09-13,TWICE DAILY #6055 & WHITE BISON #6055,37204,36.123415,-86.789891,1052 days
1122,14-19897,ONSALES,2014-04-25,2017-09-12,The Clubhouse Sports Bar and Grill,37115,36.297124,-86.701943,1418 days
1123,15-20063,ONSALES,2014-12-22,2015-03-06,Bakersfield SoBro,37201,36.158964,-86.774287,2339 days
1124,04-18241,ONSALES,2004-09-08,2004-09-23,Ibiza Night Club,37211,36.045237,-86.716725,6155 days
1125,17-20467,ONSALES,2017-01-17,2017-04-10,Henrietta Red,37208,36.175977,-86.786901,1573 days
1126,94-16043,ONSALES,1993-08-27,1994-02-01,Pride of TN Elks Lodge #1102,37208,36.167988,-86.818003,10042 days
1127,06-18501,ONSALES,2006-06-08,2006-06-29,San Jose Restaurant,37211,36.083944,-86.702007,5511 days
1128,12-19582,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Ryman Courtyard,37214,36.211694,-86.697639,3215 days
1129,18-25700,ONSALES,2018-09-21,2018-10-25,FLAMINGO COCKTAIL CLUB,37203,36.143017,-86.768288,1010 days
1130,17-25054,ONSALES,2017-05-24,2017-11-17,OAK STEAKHOUSE,37203,36.155521,-86.780792,1352 days
1131,12-19576,ONSALES,2012-09-20,2012-10-11,Gaylord Presidential Boardroom A,37214,36.211694,-86.697639,3215 days
1132,10-19225,ONSALES,2010-11-18,2010-12-09,Hermitage Golf Course,37138,36.234071,-86.639814,3887 days
1133,06-00799,ONOFFSALES,2006-11-22,2006-12-07,The Second Fiddle,37203,36.160673,-86.778043,5350 days
1134,13-19715,ONSALES,2013-04-10,2013-04-25,Sushi O Sushi,37211,36.026507,-86.712895,3019 days
1135,94-16047,ONSALES,1993-08-09,1994-02-01,South Nashville Knights of Col,37214,36.143169,-86.689713,10042 days
1136,12-19571,ONSALES,2012-09-20,2012-10-11,Gaylord Magnolia Pool Cafe,37214,36.211694,-86.697639,3215 days
1137,07-00821,ONOFFSALES,2007-05-29,2007-06-15,H. Cues Upstairs Pool Room,37212,36.138581,-86.800655,5160 days
1138,01-17748,ONSALES,2001-06-01,2001-06-28,Dalts Restaurant,37205,36.129004,-86.85159,7338 days
1139,18-25698,ONOFFSALES,2018-09-20,2018-12-19,CORSAIR ARTISAN,37203,36.164597,-86.795571,955 days
1140,94-00061,ONOFFSALES,1993-07-30,1994-02-01,Shelby Golf Course,37206,36.172779,-86.735409,10042 days
1141,13-19721,ONSALES,2013-04-25,2013-05-09,Brentwood Suites Hotel,37027,36.033528,-86.779253,3005 days
1142,17-25291,ONSALES,2017-10-24,2018-03-01,HUTTON HOTEL,37203,36.15261,-86.796793,1248 days
1143,07-18700,ONSALES,2007-06-11,2007-07-13,Seoul Garden Restaurant,37211,36.076201,-86.727703,5132 days
1144,09-18982,ONSALES,2009-03-11,2009-04-14,The Patterson House,37203,36.151429,-86.794178,4491 days
1145,17-25100,ONOFFSALES,2017-06-27,2019-03-28,THE HOP YARD,37209,36.157013,-86.839825,856 days
1146,15-20080,ONSALES,2015-03-23,2015-04-09,D&D Events Inc,37201,36.167021,-86.781115,2305 days
1147,18-25420,ONSALES,2018-03-14,2018-07-26,RESTAURANTE LOS CHURRASCOS,37217,36.079023,-86.643957,1101 days
1148,08-18872,ONSALES,2008-07-07,2008-07-24,Rippy's,37203,36.160579,-86.778262,4755 days
1149,18-25595,ONSALES,2018-07-19,2018-09-14,PARTY FOWL DONELSON,37214,36.169534,-86.671456,1051 days
1150,09-19020,ONSALES,2009-05-28,2009-07-16,La Hacienda Mexican Restaurant,37214,36.150904,-86.62534,4398 days
1151,18-25517,SPECIAL,2018-05-16,2018-10-09,YAZOO BIG WHEEL RACE,37204,36.122989,-86.789995,1026 days
1152,04-18230,ONSALES,2004-07-29,2004-08-12,Millennium Maxwell House Hotel,37228,36.188976,-86.798591,6197 days
1153,15-20135,ONSALES,2015-06-22,2015-07-09,Island Vibes,37211,36.084866,-86.690198,2214 days
1154,14-19869,ONSALES,2014-02-12,2014-04-10,Sam's at the Cove,37138,36.250492,-86.641054,2669 days
1155,19-25861,ONSALES,2019-01-31,2019-04-02,URBAN AIR ADVENTURE PARK,37138,36.217672,-86.6238,851 days
1156,16-20273,ONSALES,2016-03-14,2016-04-15,Subculture Urban Cuisine and C,37211,36.047708,-86.713509,1933 days
1157,18-25429,ONSALES,2018-03-16,2019-03-28,THE EAST ROOM,37206,36.19465,-86.743297,856 days
1158,07-18758,ONSALES,2007-10-26,2007-11-29,Longhorn Steakhouse of Riverga,37115,36.301909,-86.693065,4993 days
1159,14-19933,ONSALES,2014-06-03,2014-07-10,Firebirds Wood Fired Grill,37027,36.0403,-86.76834,2578 days
1160,18-25779,ONOFFSALES,2018-11-21,2019-01-24,GARDEN FRESH FOOD MARKET,37115,36.25529,-86.7191,919 days
1161,12-19457,ONSALES,2012-04-10,2012-05-21,O'Charley's Restaurant,37078,36.181826,-86.607419,3358 days
1162,18-25732,ONSALES,2018-10-17,2019-03-06,TAILOR NASHVILLE,37208,36.177945,-86.786601,878 days
1163,17-20457,ONSALES,2017-02-16,2017-03-09,The Stage on Broadway,37203,36.16081,-86.777715,1605 days
1164,18-25364,ONSALES,2018-02-07,2018-03-01,MARU,37206,36.174123,-86.750112,1248 days
1165,15-20133,ONSALES,2015-05-21,2015-07-09,Ginza Japanese Restaurant,37215,36.105843,-86.813849,2214 days
1166,18-25363,ONSALES,2018-02-07,2018-05-24,FIVE POINTS PIZZA,37209,36.152404,-86.836039,1164 days
1167,06-18604,ONSALES,2006-10-25,2006-12-28,Pizza Hut,37211,36.045781,-86.713301,5329 days
1168,18-25474,ONSALES,2018-04-13,2018-05-24,BLACK RABBIT,37201,36.164867,-86.778138,1164 days
1169,13-19818,ONSALES,2013-03-13,2013-10-28,The Farm House,37201,36.159196,-86.77522,2833 days
1170,15-20039,ONSALES,2014-12-16,2015-01-08,Habaneros Mexican Restaurant,37189,36.274283,-86.865438,2396 days
1171,14-19976,ONSALES,2014-06-04,2014-09-22,Clarion Hotel Nashville Downto,37213,36.175262,-86.77435,2504 days
1172,16-20301,ONSALES,2016-03-18,2016-06-29,Jeff Ruby's Steakhouse,37219,36.165582,-86.780187,1858 days
1173,12-19545,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Courtyard,37214,36.211694,-86.697639,3215 days
1174,06-18574,ONSALES,2006-10-23,2006-11-16,Sukho Thai,37214,36.221167,-86.693956,5371 days
1175,12-19581,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Ryman Ballroom &,37214,36.211694,-86.697639,3215 days
1176,20-26935,ONSALES,2020-09-28,2021-04-09,ELEMENT NASHVILLE VANDERBILT WEST END,37209,36.152279,-86.819487,113 days
1177,12-19557,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Governors Lobby,37214,36.211694,-86.697639,3215 days
1178,16-20334,ONSALES,2016-08-03,2016-09-08,Sakura Japanese Steak & Sushi,37076,36.19073,-86.625749,1787 days
1179,10-19140,ONSALES,2009-12-22,2010-01-14,Las Maracas Mexican Rest. 4,37115,36.249154,-86.719561,4216 days
1180,17-25153,ONSALES,2017-08-02,2018-04-12,DIERKS BENTLEY'S WHISKEY ROW,37203,36.160966,-86.777347,1206 days
1181,17-20465,ONSALES,2017-03-06,2017-04-04,Hayes Street Hotel,37203,36.152918,-86.79895,1579 days
1182,20-26968,ONSALES,2020-11-04,2021-04-09,EPICE,37204,36.121293,-86.790402,113 days
1183,08-18831,ONSALES,2008-03-14,2008-04-11,Mi Cantina Y Billar Las Nenas,37013,36.068323,-86.693762,4859 days
1184,14-19909,ONSALES,2014-04-03,2014-06-11,Adele's by Jonathan Waxman,37203,36.204584,-86.733429,2607 days
1185,15-20105,ONSALES,2015-04-17,2015-05-18,NashVegas Bar & Grill,37076,36.189374,-86.627624,2266 days
1186,15-20047,ONSALES,2014-12-03,2015-01-29,DeSano Pizza Bakery,37203,36.153031,-86.792088,2375 days
1187,94-15808,ONSALES,1993-08-19,1994-02-01,VFW Post 1970,37209,36.12144,-86.921085,10042 days
1188,17-01015,ONOFFSALES,2016-12-16,2017-01-12,Bongo East Cafe,37206,36.177064,-86.749944,1661 days
1189,16-01013,ONOFFSALES,2016-11-23,2016-12-14,Sir Pizza,37209,36.151188,-86.85361,1690 days
1190,19-25868,ONSALES,2019-02-05,2019-03-29,PHAT BITES,37214,36.168398,-86.665931,855 days
1191,95-16442,ONSALES,1995-02-15,1995-03-22,The Melting Pot of Nashville,37201,36.16387,-86.776434,9628 days
1192,17-25043,ONSALES,2017-05-18,2017-06-08,KIMPTON AERTSON HOTEL,37203,36.14899,-86.798708,1514 days
1193,17-20455,ONSALES,2016-11-30,2017-03-09,Germantown Cafe,37208,36.19262,-86.762061,1605 days
1194,17-25030,ONSALES,2017-05-17,2017-06-09,LAS CAZUELAS MEXICAN GRILL,37211,36.078589,-86.726047,1513 days
1195,15-00977,ONOFFSALES,2014-09-18,2015-02-11,Clawsons Pub & Deli,37210,36.144299,-86.766237,2362 days
1196,10-19169,ONSALES,2010-02-25,2010-03-30,Elm Hill Tavern,37210,36.150161,-86.700541,4141 days
1197,18-25477,ONSALES,2018-04-16,2018-09-27,LYRA,37206,36.184294,-86.754242,1038 days
1198,17-25162,ONSALES,2017-08-09,2017-08-31,NADEEN'S,37076,36.188797,-86.628445,1430 days
1199,20-27017,ONOFFSALES,2020-12-20,2021-06-11,UPTOWN FRESH MARKET,37013,36.069216,-86.693967,50 days
1200,18-25356,ONSALES,2018-02-01,2018-12-07,EL AGUAJE,37115,36.28756,-86.705047,967 days
1201,94-15716,ONSALES,1993-08-03,1994-02-01,Zanies Comedy Showplace,37204,36.132464,-86.779193,10042 days
1202,17-25101,ONSALES,2017-06-27,2017-08-08,KITCHEN WEST SIDE,37205,36.130345,-86.857407,1453 days
1203,16-00994,ONOFFSALES,2015-09-22,2018-06-14,Bearded Iris Brewing Company,37208,36.181411,-86.786436,1143 days
1204,14-19950,ONSALES,2014-07-03,2014-08-14,Hooters of Nashville Downtown,37201,36.16449,-86.776806,2543 days
1205,07-18622,ONSALES,2006-12-12,2007-01-11,Loews Vanderbilt Hotel (Room),37203,36.150104,-86.801927,5315 days
1206,12-19502,ONSALES,2012-07-06,2012-08-09,Lockeland Table,37206,36.176919,-86.74209,3278 days
1207,94-15872,ONSALES,1994-02-01,1994-02-01,Donelson Bowl,37214,36.165972,-86.663576,10042 days
1208,16-20322,ONSALES,2016-04-28,2016-08-16,Outback Steakhouse,37209,36.132507,-86.893976,1810 days
1209,12-19606,ONSALES,2012-06-11,2012-10-11,Nashville Nightlife Dinner The,37214,36.218524,-86.695398,3215 days
1210,10-19236,ONSALES,2010-12-20,2011-01-13,Caney Fork River Valley Grille,37214,36.217559,-86.696294,3852 days
1211,18-25391,SPECIAL,2018-02-21,2018-03-30,MUSIC CITY CANARCHY,37201,36.160067,-86.776551,1219 days
1212,18-25796,ONSALES,2018-12-04,2019-03-20,THE SOUTHERN V,37208,36.180172,-86.806968,864 days
1213,18-25494,ONSALES,2018-04-27,2018-07-26,KOI SUSHI & THAI-EAST LLC,37206,36.176908,-86.754745,1101 days
1214,18-25444,SPECIAL,2018-03-30,2018-04-12,JAMESONS LOVE THEY NEIGHBOR BLOCK PARTY IN SUPPORT OF KEEP AMERICA BEAUTIFUL,37203,36.164075,-86.796769,1206 days
1215,15-20197,ONSALES,2015-09-11,2015-10-13,Fonda El Cubilete,37115,36.259768,-86.713065,2118 days
1216,16-20272,ONSALES,2016-03-23,2016-04-15,Bangkokville Thai Cuisine,37211,36.068673,-86.718017,1933 days
1217,13-19669,ONSALES,2012-12-28,2013-01-24,3rd and Linsdley Bar & Grill,37210,36.152064,-86.770089,3110 days
1218,14-19923,ONSALES,2014-04-16,2014-06-16,Cinco De Mayo Mexican Rest,37203,36.154965,-86.782059,2602 days
1219,18-25787,ONSALES,2018-11-29,2019-03-14,Dream Hotel Nashville,37219,36.164107,-86.779204,870 days
1220,12-19637,ONSALES,2012-11-16,2012-12-06,"M., Restaurant & Bar",37203,36.154965,-86.782059,3159 days
1221,07-18701,ONSALES,2007-07-10,2007-07-26,Taqueria El Tapatio,37211,36.096905,-86.738064,5119 days
1222,17-25319,ONSALES,2017-12-04,2019-03-28,HAI SUSHI AND PHO,37204,36.118946,-86.775757,856 days
1223,16-20236,ONSALES,2016-01-28,2016-02-17,Delicias de el Salvador,37217,36.127136,-86.711517,1991 days
1224,15-20203,ONSALES,2015-06-22,2015-11-04,Bartaco,37204,36.123989,-86.789755,2096 days
1225,02-17934,ONSALES,2002-07-10,2002-08-01,Rafferty's Restaurant & Bar,37204,36.104669,-86.761944,6939 days
1226,17-25165,ONSALES,2017-08-14,2018-05-24,THE LISTENING ROOM CAFE,37210,36.153406,-86.772261,1164 days
1227,17-25110,ONSALES,2017-07-05,2017-07-05,EDLEY'S BAR-B-QUE EAST,37206,36.17623,-86.756523,1487 days
1228,09-19027,ONSALES,2009-08-11,2009-08-27,Los Tres Amigos Mexican Restau,37214,36.169893,-86.674853,4356 days
1229,15-20154,ONSALES,2015-05-27,2015-07-30,John A's Little Palace,37214,36.218994,-86.694334,2193 days
1230,16-20238,ONSALES,2016-01-11,2016-02-19,Old Glory,37212,36.142756,-86.791967,1989 days
1231,05-18295,ONSALES,2005-01-20,2005-02-10,"Noshville Delicatessen II, LLC",37215,36.103521,-86.815917,6015 days
1232,15-20073,ONSALES,2015-01-02,2015-03-24,Wingstop Madison,37115,36.263329,-86.711813,2321 days
1233,14-00959,ONOFFSALES,2014-04-23,2014-05-08,La Rancherita Supermarket,37211,36.09189,-86.735426,2641 days
1234,17-25293,ONOFFSALES,2017-10-25,2018-11-26,SOUTHERN GRIST BREWING COMPANY,37209,36.162281,-86.847761,978 days
1235,17-20492,ONSALES,2017-01-31,2017-05-04,Avenue Diner,37201,36.159468,-86.774611,1549 days
1236,17-25309,ONSALES,2017-11-16,2017-12-08,"EL SOMBRERO 2, INC.",37209,36.12865,-86.906514,1331 days
1237,12-19599,ONSALES,2012-09-24,2012-10-11,General Jackson - Patio,37214,36.211694,-86.697639,3215 days
1238,17-25068,ONSALES,2017-05-26,2017-06-29,RESTAURANTE EL PARAISO INC.,37211,36.125417,-86.752351,1493 days
1239,12-19546,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Island A-C,37214,36.211694,-86.697639,3215 days
1240,17-25163,ONSALES,2017-08-09,2017-09-28,51 NORTH TAPROOM,37209,36.155785,-86.848763,1402 days
1241,18-25815,ONSALES,2018-12-20,2019-03-28,EL TORO LOCO,37076,36.195708,-86.621624,856 days
1242,17-20483,ONSALES,2017-02-27,2017-04-27,Rudy's Jazz Room,37203,36.15181,-86.779393,1556 days
1243,17-25329,ONSALES,2017-12-19,2018-03-01,GEIST,37208,36.174717,-86.785749,1248 days
1244,08-18849,ONSALES,2007-10-24,2008-06-02,Red Robin America's Gourmet Bu,37209,36.134736,-86.88807,4807 days
1245,05-18354,ONSALES,2005-06-07,2005-07-14,Las Palmas Mexican Rest.,37204,36.118946,-86.775757,5861 days
1246,18-25539,ONSALES,2018-05-30,2018-06-15,WINGATE BY WINDHAM HOTEL NASHVILLE,37214,36.144373,-86.686426,1142 days
1247,05-18386,ONSALES,2005-09-14,2005-09-29,Cabana,37212,36.13673,-86.799275,5784 days
1248,15-20099,ONSALES,2015-04-06,2015-05-14,The Stillery,37201,36.162361,-86.775485,2270 days
1249,14-20085,ONSALES,2015-03-10,2015-04-14,Embers Ski Lodge LLC,37204,36.125759,-86.789315,2300 days
1250,18-25581,ONSALES,2018-07-10,2018-12-06,THE AINSWORTH,37203,36.147865,-86.799278,968 days
1251,12-19458,ONSALES,2012-04-12,2012-05-21,O'Charley's Restaurant,37072,36.299578,-86.70038,3358 days
1252,12-19427,ONSALES,2012-02-23,2012-03-08,Loveless Cafe Event Barn,37221,36.034799,-86.971834,3432 days
1253,94-00063,ONOFFSALES,1993-08-20,1994-02-01,Springwater,37203,36.14671,-86.812382,10042 days
1254,12-19544,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Bayou,37214,36.211694,-86.697639,3215 days
1255,16-20364,ONSALES,2016-09-07,2016-10-24,Chipotle Mexican Grill,37209,36.132523,-86.893932,1741 days
1256,17-20473,ONSALES,2017-03-27,2017-04-13,Plantation Pub,37221,36.070489,-86.947561,1570 days
1257,12-19555,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Fuse Sports Club,37214,36.211694,-86.697639,3215 days
1258,13-19731,ONSALES,2013-05-02,2013-05-24,WKND,37203,36.155664,-86.796209,2990 days
1259,12-19558,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Hallways & Walkways,37214,36.211694,-86.697639,3215 days
1260,02-17909,ONSALES,2002-03-15,2002-05-02,Warner Golf Course,37221,36.074825,-86.891491,7030 days
1261,17-25210,ONOFFSALES,2017-09-12,2017-10-12,EL GALLITO SUPERMERCADO,37210,36.113798,-86.7432,1388 days
1262,14-19841,ONSALES,2013-09-27,2014-01-02,Renaissance Nashville Hotel,37203,36.161314,-86.780642,2767 days
1263,17-20402,ONSALES,2016-11-30,2017-01-12,Radio Cafe,37216,36.223157,-86.725717,1661 days
1264,17-25320,ONSALES,2017-12-05,2018-01-11,GUACAMAYAS MEXICAN RESTAURANT,37211,36.11031,-86.727042,1297 days
1265,18-25368,ONSALES,2018-02-08,2018-03-09,HILLWOOD PUB,37209,36.14071,-86.88272,1240 days
1266,12-19590,ONSALES,2012-09-20,2012-10-11,Gaylord Tennessee Lobby B,37214,36.211694,-86.697639,3215 days
1267,21-27030,ONSALES,2021-01-06,2021-04-11,I LOVE SUSHI,37203,36.149745,-86.805843,111 days
1268,17-25183,ONSALES,2017-08-24,2017-09-14,"SOHO LOUNGE, LLC",37217,36.072365,-86.636024,1416 days
1269,20-26973,ONSALES,2020-11-12,2020-12-28,ARNOLD'S COUNTRY KITCHEN,37203,36.151413,-86.779244,215 days
1270,21-27181,ONSALES,2021-04-19,2021-06-15,CENTRAL BBQ,37212,36.138525,-86.800663,46 days
1271,21-27098,ONSALES,2021-03-03,2021-06-15,THE VANDERBILT UNIVERSITY BASEBALL AND FOOTBALL CONCESSIONS,37212,36.149018,-86.804142,46 days
1272,20-27012,ONOFFSALES,2020-12-15,2021-01-14,WHITE BISON #6050,37209,36.163247,-86.850722,198 days
1273,20-27003,ONOFFSALES,2020-12-09,2021-01-14,STAX BURGERS,37214,36.211694,-86.697639,198 days
1274,20-27001,ONOFFSALES,2020-12-09,2021-01-14,GAYLORD OPRYLAND MARKETPLACE,37214,36.211694,-86.697639,198 days
1275,20-26779,ONSALES,2020-05-19,2021-01-14,TACO BELL CANTINA NASHVILLE DOWNTOWN,37201,36.162814,-86.775782,198 days
1276,20-27000,ONOFFSALES,2020-12-09,2021-01-14,GAYLORD OPRYLAND EVENTS CENTER,37214,36.211694,-86.697639,198 days
1277,20-27002,ONOFFSALES,2020-12-09,2021-01-14,PAISANO'S PIZZARIA & VINO,37214,36.211694,-86.697639,198 days
1278,20-26850,ONSALES,2020-07-10,2021-01-14,NASHVILLE INTERNATIONAL AIRPORT,37214,36.131602,-86.668735,198 days
1279,20-26953,ONSALES,2020-10-12,2021-01-14,BARCELONA WINE BAR,37212,36.142756,-86.791967,198 days
1280,20-26542,ONSALES,2020-03-16,2021-01-15,TENNESSEE CENTRAL RAILWAY MUSEUM,37210,36.154802,-86.754349,197 days
1281,20-26987,ONSALES,2020-11-27,2021-01-15,ANZIE BLUE,37212,36.136725,-86.801837,197 days
1282,19-26407,ONSALES,2019-12-26,2021-06-21,CALACAS MEXICAN CUISINE,37203,36.156449,-86.776045,40 days
1283,20-26977,ONSALES,2020-11-19,2021-01-15,MAZATLAN GRILL,37080,36.321483,-86.867503,197 days
1284,20-26919,ONSALES,2020-09-14,2021-01-19,ARIGATO,37115,36.301909,-86.693065,193 days
